complaint_id,text_description,issue_type,department,priority,latitude,longitude,status,created_time,created_date
COMP_00472,Pothole near bus stop at MG Road,roads,BBMP Roads,High,12.98868058,77.6510293,Pending,12:27:54,2085-01-22
COMP_00473,Pothole near bus stop at Yelahanka,roads,BBMP Roads,Medium,13.04462508,77.56657935,Pending,14:24:16,2046-04-01
COMP_00474,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,Medium,12.96880133,77.6857735,Pending,08:38:04,2034-04-25
COMP_00475,Transformer issue reported at BTM Layout,electricity,BESCOM,High,12.97962597,77.67630135,In Progress,18:57:40,2033-05-04
COMP_00476,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,13.06304786,77.53070784,In Progress,02:43:29,2110-09-09
COMP_00477,Power outage in Malleshwaram for 1 days,electricity,BESCOM,Critical,12.98594593,77.54093275,In Progress,20:06:34,2085-11-15
COMP_00478,Waste scattered on road at Whitefield,garbage,BBMP Sanitation,Medium,12.99547615,77.53624367,In Progress,19:24:59,2078-08-22
COMP_00479,Broken water pipe flooding street at MG Road,water,BWSSB,High,12.96071833,77.65660928,Pending,19:05:40,2108-03-06
COMP_00480,Overflowing dustbin at Koramangala,garbage,BBMP Sanitation,Medium,13.02389887,77.61511064,Pending,09:10:47,2079-08-29
COMP_00481,Broken water pipe flooding street at Whitefield,water,BWSSB,High,13.06321073,77.56072723,In Progress,13:07:50,2039-06-12
COMP_00482,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,12.93055796,77.57231895,Pending,17:49:32,2021-07-25
COMP_00483,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,12.92603258,77.6884891,In Progress,03:30:53,2099-05-02
COMP_00484,Illegal garbage dumping near Whitefield,garbage,BBMP Sanitation,High,12.92589985,77.56269641,In Progress,21:42:14,2024-06-12
COMP_00485,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,Medium,12.95518471,77.61978014,Pending,10:47:01,2026-05-06
COMP_00486,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,12.991386,77.68009881,Pending,12:30:51,2083-07-07
COMP_00487,Transformer issue reported at Indiranagar,electricity,BESCOM,High,12.8778169,77.54796373,In Progress,00:01:40,2066-08-24
COMP_00488,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,High,13.06769113,77.49667146,In Progress,00:10:21,2040-07-12
COMP_00489,Garbage not collected at Malleshwaram for 3 days,garbage,BBMP Sanitation,High,12.88079968,77.53797435,Pending,02:05:04,2082-10-10
COMP_00490,Broken water pipe flooding street at Whitefield,water,BWSSB,Critical,13.03552473,77.69090881,In Progress,06:32:36,2107-05-06
COMP_00491,Electric pole damaged near Yelahanka,electricity,BESCOM,High,12.99030391,77.60092078,In Progress,16:22:37,2099-06-27
COMP_00492,Broken water pipe flooding street at Whitefield,water,BWSSB,High,12.9249351,77.58248462,Pending,21:32:27,2091-09-19
COMP_00493,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,12.95803696,77.51582091,In Progress,00:10:33,2091-07-09
COMP_00494,Waste scattered on road at Indiranagar,garbage,BBMP Sanitation,High,13.0338762,77.68038001,In Progress,13:52:28,2115-09-19
COMP_00495,Broken water pipe flooding street at Koramangala,water,BWSSB,Critical,13.026821,77.54386477,Pending,10:38:36,2031-05-10
COMP_00496,Overflowing dustbin at Malleshwaram,garbage,BBMP Sanitation,High,13.06684506,77.68083935,Pending,16:32:12,2114-01-21
COMP_00497,Broken water pipe flooding street at Whitefield,water,BWSSB,High,12.99164358,77.61734715,Pending,12:05:52,2100-11-07
COMP_00498,Waste scattered on road at Koramangala,garbage,BBMP Sanitation,Medium,12.89656715,77.69116934,Pending,00:38:18,2053-12-31
COMP_00499,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,13.01776112,77.63140958,In Progress,07:03:14,2026-10-26
COMP_00500,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,12.91973556,77.51149816,Pending,09:15:33,2029-07-18
COMP_00501,Electric pole damaged near Indiranagar,electricity,BESCOM,High,12.92099275,77.67782553,Pending,21:50:38,2045-11-04
COMP_00502,Illegal garbage dumping near Indiranagar,garbage,BBMP Sanitation,High,13.03610832,77.49774403,Pending,04:22:16,2075-12-21
COMP_00503,Garbage not collected at Yelahanka for 1 days,garbage,BBMP Sanitation,High,13.00067733,77.68217378,Pending,10:27:43,2056-10-28
COMP_00504,Illegal garbage dumping near Koramangala,garbage,BBMP Sanitation,High,12.95665671,77.60047508,Pending,22:54:50,2048-12-29
COMP_00505,Street lights not working at Whitefield,electricity,BESCOM,Critical,13.04801126,77.58453761,In Progress,07:56:37,2111-04-29
COMP_00506,Overflowing dustbin at BTM Layout,garbage,BBMP Sanitation,Medium,12.89773146,77.4994899,In Progress,02:41:07,2027-07-19
COMP_00507,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,12.93140312,77.61289331,In Progress,00:34:26,2065-03-05
COMP_00508,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,12.88907963,77.63089924,In Progress,14:20:47,2049-10-02
COMP_00509,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,Medium,12.87330208,77.66739321,Pending,04:55:00,2107-08-07
COMP_00510,Overflowing dustbin at Jayanagar,garbage,BBMP Sanitation,Medium,12.96205472,77.58308387,In Progress,04:21:09,2082-12-26
COMP_00511,Overflowing dustbin at MG Road,garbage,BBMP Sanitation,High,12.96867938,77.62493964,In Progress,10:32:44,2055-09-26
COMP_00512,Electric pole damaged near Jayanagar,electricity,BESCOM,Critical,13.05484829,77.66725865,Pending,02:38:54,2106-06-04
COMP_00513,Garbage not collected at BTM Layout for 10 days,garbage,BBMP Sanitation,High,13.02024906,77.60473633,Pending,06:56:34,2090-12-11
COMP_00514,No water supply in Malleshwaram since 6 days,water,BWSSB,High,13.02425922,77.58021328,In Progress,23:44:52,2069-01-21
COMP_00515,Pothole near bus stop at Yelahanka,roads,BBMP Roads,High,13.00873664,77.68852141,Pending,01:29:20,2103-04-23
COMP_00516,Electric pole damaged near Jayanagar,electricity,BESCOM,High,12.91234704,77.63923737,In Progress,00:41:24,2020-01-07
COMP_00517,Transformer issue reported at Malleshwaram,electricity,BESCOM,Critical,13.0157144,77.50408183,In Progress,20:11:20,2114-09-03
COMP_00518,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,13.00329969,77.51056611,In Progress,08:24:49,2111-07-03
COMP_00519,Multiple cracks on road at Indiranagar,roads,BBMP Roads,High,12.87729537,77.50734883,In Progress,21:54:50,2053-10-30
COMP_00520,Road surface damaged at Whitefield,roads,BBMP Roads,High,12.94904691,77.68088419,Pending,08:30:02,2047-05-21
COMP_00521,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,13.0678613,77.66591483,Pending,15:40:29,2082-02-17
COMP_00522,Transformer issue reported at Indiranagar,electricity,BESCOM,Critical,13.05808324,77.50841974,Pending,15:48:25,2112-02-21
COMP_00523,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,12.93554442,77.56538099,Pending,05:37:01,2099-11-18
COMP_00524,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,12.92949559,77.62809773,In Progress,07:33:27,2048-12-23
COMP_00525,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,Medium,13.02122164,77.65703575,Pending,02:15:13,2101-09-09
COMP_00526,Waste scattered on road at Whitefield,garbage,BBMP Sanitation,High,12.97358325,77.50546477,In Progress,00:34:41,2096-05-29
COMP_00527,Electric pole damaged near MG Road,electricity,BESCOM,High,12.95274762,77.50722491,Pending,01:49:48,2113-08-30
COMP_00528,Multiple cracks on road at Whitefield,roads,BBMP Roads,Medium,12.95877707,77.68224084,Pending,23:55:47,2037-07-21
COMP_00529,Illegal garbage dumping near Koramangala,garbage,BBMP Sanitation,High,12.98507374,77.6646935,Pending,18:20:11,2108-08-16
COMP_00530,Street lights not working at Indiranagar,electricity,BESCOM,High,12.9486474,77.63596903,In Progress,12:14:34,2040-01-06
COMP_00531,Electric pole damaged near Yelahanka,electricity,BESCOM,High,12.90031871,77.64150573,In Progress,08:03:38,2063-05-08
COMP_00532,Overflowing dustbin at BTM Layout,garbage,BBMP Sanitation,Medium,13.01785294,77.52624541,In Progress,14:40:28,2069-11-07
COMP_00533,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,12.99638536,77.67839997,Pending,18:05:29,2041-09-07
COMP_00534,Street lights not working at Malleshwaram,electricity,BESCOM,Critical,12.94622508,77.62347013,Pending,13:05:04,2069-04-01
COMP_00535,Multiple cracks on road at Yelahanka,roads,BBMP Roads,High,12.88344834,77.57432756,In Progress,17:56:08,2085-04-20
COMP_00536,Power outage in Yelahanka for 4 days,electricity,BESCOM,Critical,13.06193799,77.58213599,Pending,21:32:54,2107-05-30
COMP_00537,Waste scattered on road at Malleshwaram,garbage,BBMP Sanitation,High,13.03190818,77.68645154,In Progress,15:39:04,2061-08-31
COMP_00538,Illegal garbage dumping near MG Road,garbage,BBMP Sanitation,Medium,12.88275802,77.55647468,Pending,05:22:22,2039-01-30
COMP_00539,Water contamination issue at Malleshwaram,water,BWSSB,High,12.9643471,77.52441831,Pending,16:16:41,2091-08-16
COMP_00540,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,Medium,13.00087477,77.5361224,In Progress,08:49:10,2066-02-22
COMP_00541,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,12.91178509,77.5855445,Pending,18:40:36,2065-03-14
COMP_00542,Road surface damaged at MG Road,roads,BBMP Roads,Medium,13.05852422,77.64306551,In Progress,03:38:42,2089-02-25
COMP_00543,Broken water pipe flooding street at Jayanagar,water,BWSSB,Critical,13.01411711,77.50238049,In Progress,01:15:01,2108-05-13
COMP_00544,Overflowing dustbin at MG Road,garbage,BBMP Sanitation,High,12.9085162,77.49756764,In Progress,08:57:59,2080-07-02
COMP_00545,Garbage not collected at Whitefield for 6 days,garbage,BBMP Sanitation,Medium,12.87446937,77.58484506,In Progress,14:33:28,2034-06-10
COMP_00546,Pothole near bus stop at BTM Layout,roads,BBMP Roads,Medium,12.95130752,77.56158506,Pending,10:02:03,2074-12-10
COMP_00547,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,12.92008888,77.58130784,In Progress,04:22:59,2103-04-26
COMP_00548,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,13.03176631,77.67956295,Pending,00:51:25,2080-10-16
COMP_00549,Water leakage reported at Indiranagar,water,BWSSB,High,12.90429673,77.53052607,Pending,15:35:23,2080-10-02
COMP_00550,Transformer issue reported at Indiranagar,electricity,BESCOM,High,12.87479386,77.58705847,In Progress,09:07:32,2112-04-26
COMP_00551,Overflowing dustbin at Koramangala,garbage,BBMP Sanitation,High,12.9113644,77.56887018,Pending,14:12:32,2078-07-23
COMP_00552,Broken water pipe flooding street at BTM Layout,water,BWSSB,High,12.90979365,77.65253655,Pending,15:11:04,2064-02-27
COMP_00553,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,12.91434553,77.67728389,Pending,01:38:04,2090-04-03
COMP_00554,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,13.03371966,77.65523991,Pending,11:38:54,2098-09-30
COMP_00555,Transformer issue reported at Malleshwaram,electricity,BESCOM,High,12.88763223,77.51828032,Pending,07:24:51,2064-04-17
COMP_00556,Power outage in MG Road for 2 days,electricity,BESCOM,Critical,12.90721821,77.67486999,Pending,13:50:52,2100-09-05
COMP_00557,Garbage not collected at Jayanagar for 6 days,garbage,BBMP Sanitation,Medium,12.96352651,77.6637079,In Progress,11:57:02,2086-06-17
COMP_00558,Power outage in Whitefield for 9 days,electricity,BESCOM,Critical,13.06857428,77.49983921,Pending,06:53:02,2111-01-13
COMP_00559,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,Medium,12.97388134,77.59992409,Pending,23:33:26,2114-09-10
COMP_00560,Overflowing dustbin at Whitefield,garbage,BBMP Sanitation,Medium,12.99875475,77.58542652,Pending,07:08:54,2056-10-03
COMP_00561,No water supply in Jayanagar since 7 days,water,BWSSB,Critical,13.0662093,77.50459449,In Progress,23:23:46,2099-04-04
COMP_00562,Illegal garbage dumping near Indiranagar,garbage,BBMP Sanitation,High,12.87492261,77.50034601,Pending,14:48:00,2072-04-06
COMP_00563,Transformer issue reported at MG Road,electricity,BESCOM,High,12.89506019,77.51403038,Pending,13:17:16,2093-10-17
COMP_00564,Electric pole damaged near MG Road,electricity,BESCOM,Critical,12.943083,77.66739048,In Progress,19:07:20,2057-08-27
COMP_00565,Transformer issue reported at Koramangala,electricity,BESCOM,High,12.92407434,77.61034556,In Progress,00:13:43,2036-04-27
COMP_00566,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,Medium,13.00635553,77.67679028,Pending,18:13:30,2111-10-25
COMP_00567,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,13.04442591,77.59817097,In Progress,06:03:50,2048-08-11
COMP_00568,Garbage not collected at MG Road for 4 days,garbage,BBMP Sanitation,Medium,13.01137465,77.51410766,Pending,12:49:29,2100-12-07
COMP_00569,Broken water pipe flooding street at Indiranagar,water,BWSSB,High,12.87813277,77.51975757,Pending,03:08:46,2109-05-23
COMP_00570,Multiple cracks on road at BTM Layout,roads,BBMP Roads,High,13.06540648,77.5086375,In Progress,10:01:49,2050-10-10
COMP_00571,Street lights not working at Whitefield,electricity,BESCOM,Critical,12.88663475,77.5994522,Pending,06:02:46,2068-10-25
COMP_00572,Transformer issue reported at Malleshwaram,electricity,BESCOM,Critical,13.04420983,77.52084793,Pending,18:36:07,2055-11-14
COMP_00573,Pothole near bus stop at Whitefield,roads,BBMP Roads,Medium,12.9702399,77.57801059,In Progress,02:53:21,2031-09-19
COMP_00574,Water leakage reported at BTM Layout,water,BWSSB,High,12.89434273,77.63436673,In Progress,02:47:19,2111-12-18
COMP_00575,Illegal garbage dumping near Indiranagar,garbage,BBMP Sanitation,High,12.96942126,77.67989607,In Progress,10:50:26,2031-08-02
COMP_00576,Illegal garbage dumping near Koramangala,garbage,BBMP Sanitation,High,13.04128683,77.57694692,Pending,22:28:22,2056-08-27
COMP_00577,Electric pole damaged near Yelahanka,electricity,BESCOM,Critical,12.93249785,77.53296398,In Progress,10:25:50,2054-06-15
COMP_00578,Overflowing dustbin at Whitefield,garbage,BBMP Sanitation,High,13.01310113,77.58851647,In Progress,18:27:24,2098-09-21
COMP_00579,Garbage not collected at Yelahanka for 4 days,garbage,BBMP Sanitation,High,12.93331484,77.68634177,Pending,04:33:15,2022-11-24
COMP_00580,Power outage in Jayanagar for 5 days,electricity,BESCOM,High,13.0529709,77.52514414,In Progress,03:32:58,2033-10-05
COMP_00581,Transformer issue reported at Yelahanka,electricity,BESCOM,High,12.8828729,77.60747031,In Progress,14:03:52,2028-04-16
COMP_00582,Road surface damaged at Yelahanka,roads,BBMP Roads,Medium,12.94011766,77.50343361,In Progress,23:25:28,2066-04-19
COMP_00583,Road surface damaged at BTM Layout,roads,BBMP Roads,High,12.98981877,77.51075295,In Progress,00:17:43,2040-06-22
COMP_00584,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,13.02838721,77.68708049,In Progress,05:12:27,2037-02-04
COMP_00585,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,High,12.95075625,77.61187289,Pending,05:06:37,2098-06-16
COMP_00586,Broken water pipe flooding street at MG Road,water,BWSSB,Critical,13.02840871,77.65044823,In Progress,18:41:50,2049-03-18
COMP_00587,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,High,12.87859188,77.58871273,In Progress,21:51:06,2106-06-28
COMP_00588,Street lights not working at Yelahanka,electricity,BESCOM,Critical,12.99488674,77.50589179,In Progress,12:35:04,2103-03-23
COMP_00589,Power outage in Jayanagar for 1 days,electricity,BESCOM,Critical,12.88798915,77.51475014,Pending,08:14:05,2030-05-27
COMP_00590,Illegal garbage dumping near Whitefield,garbage,BBMP Sanitation,Medium,12.97118484,77.50070266,In Progress,11:49:04,2071-12-12
COMP_00591,Electric pole damaged near Yelahanka,electricity,BESCOM,Critical,12.94384088,77.68442394,Pending,17:54:47,2110-11-25
COMP_00592,Power outage in Indiranagar for 3 days,electricity,BESCOM,Critical,12.98781197,77.50552496,Pending,17:43:14,2052-05-19
COMP_00593,Illegal garbage dumping near Malleshwaram,garbage,BBMP Sanitation,High,12.91875787,77.50977385,Pending,02:07:44,2100-12-23
COMP_00594,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,13.02466116,77.6543539,In Progress,02:58:29,2042-12-05
COMP_00595,Electric pole damaged near Jayanagar,electricity,BESCOM,Critical,13.05006949,77.54176248,Pending,12:44:36,2056-11-28
COMP_00596,Water leakage reported at MG Road,water,BWSSB,High,12.96159185,77.49898489,In Progress,14:46:31,2074-05-16
COMP_00597,Power outage in Jayanagar for 8 days,electricity,BESCOM,Critical,13.01380027,77.61194792,In Progress,01:24:46,2053-09-23
COMP_00598,Illegal garbage dumping near Yelahanka,garbage,BBMP Sanitation,High,12.9476387,77.65578347,Pending,05:12:46,2090-02-20
COMP_00599,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,13.01961017,77.53019143,Pending,11:36:03,2025-10-02
COMP_00600,Overflowing dustbin at Indiranagar,garbage,BBMP Sanitation,High,13.03068718,77.56667005,Pending,13:34:26,2046-06-28
COMP_00601,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,13.05656592,77.67555982,Pending,19:31:34,2083-05-30
COMP_00602,Street lights not working at Malleshwaram,electricity,BESCOM,High,12.99321539,77.61744424,In Progress,21:30:50,2029-06-27
COMP_00603,Water contamination issue at MG Road,water,BWSSB,Critical,12.97052001,77.59165291,In Progress,12:34:13,2091-02-13
COMP_00604,Power outage in Malleshwaram for 9 days,electricity,BESCOM,Critical,13.00641556,77.5798296,In Progress,04:13:10,2028-06-17
COMP_00605,Water contamination issue at Indiranagar,water,BWSSB,High,12.88408778,77.6709843,In Progress,08:18:39,2115-02-18
COMP_00606,Illegal garbage dumping near Yelahanka,garbage,BBMP Sanitation,High,13.01364738,77.53292511,In Progress,04:16:08,2035-05-02
COMP_00607,Illegal garbage dumping near Jayanagar,garbage,BBMP Sanitation,High,13.05258215,77.50845878,Pending,21:20:12,2066-05-24
COMP_00608,Multiple cracks on road at Whitefield,roads,BBMP Roads,Medium,13.04869864,77.66486686,Pending,15:53:16,2076-04-30
COMP_00609,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,13.04334345,77.67043559,Pending,10:44:23,2100-12-04
COMP_00610,Pothole near bus stop at BTM Layout,roads,BBMP Roads,High,12.87270057,77.56305554,Pending,22:21:30,2083-12-09
COMP_00611,Street lights not working at Koramangala,electricity,BESCOM,Critical,13.0530867,77.63921143,In Progress,17:57:22,2026-02-05
COMP_00612,Garbage not collected at BTM Layout for 5 days,garbage,BBMP Sanitation,Medium,12.97784438,77.53087591,Pending,09:42:36,2100-05-12
COMP_00613,Waste scattered on road at Malleshwaram,garbage,BBMP Sanitation,Medium,12.87970239,77.55545561,Pending,04:10:22,2043-12-15
COMP_00614,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,13.06154438,77.67955258,Pending,11:51:59,2096-08-29
COMP_00615,Street lights not working at Koramangala,electricity,BESCOM,High,12.97793386,77.52711649,Pending,02:37:26,2088-03-22
COMP_00616,Electric pole damaged near Koramangala,electricity,BESCOM,Critical,12.8911286,77.59926905,In Progress,21:35:38,2057-05-27
COMP_00617,Street lights not working at MG Road,electricity,BESCOM,Critical,12.88151061,77.52898743,In Progress,18:18:07,2069-03-30
COMP_00618,Broken water pipe flooding street at Yelahanka,water,BWSSB,Critical,13.03563382,77.57637362,Pending,20:23:16,2068-04-19
COMP_00619,Water contamination issue at Malleshwaram,water,BWSSB,High,13.03988509,77.54117562,In Progress,15:01:02,2025-02-09
COMP_00620,Pothole near bus stop at Yelahanka,roads,BBMP Roads,Medium,13.04094103,77.57321725,In Progress,08:18:40,2020-09-19
COMP_00621,Waste scattered on road at Whitefield,garbage,BBMP Sanitation,Medium,13.03210893,77.61876518,Pending,23:38:34,2078-10-25
COMP_00622,No water supply in MG Road since 1 days,water,BWSSB,Critical,13.00226882,77.51816596,Pending,19:49:18,2110-10-13
COMP_00623,Garbage not collected at Koramangala for 3 days,garbage,BBMP Sanitation,Medium,12.9054881,77.62855068,In Progress,20:37:23,2111-04-13
COMP_00624,Electric pole damaged near Jayanagar,electricity,BESCOM,Critical,13.0055993,77.69455876,In Progress,16:06:40,2099-04-13
COMP_00625,Water contamination issue at Jayanagar,water,BWSSB,High,12.97133619,77.52561758,Pending,17:05:39,2082-05-15
COMP_00626,Water contamination issue at Jayanagar,water,BWSSB,High,12.9748714,77.59627646,Pending,18:57:34,2073-09-10
COMP_00627,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,12.99239263,77.50512536,Pending,17:49:36,2024-07-16
COMP_00628,Water contamination issue at BTM Layout,water,BWSSB,High,12.91464461,77.67643334,In Progress,13:35:43,2043-06-08
COMP_00629,Transformer issue reported at BTM Layout,electricity,BESCOM,High,12.93152449,77.65944022,Pending,21:32:43,2055-05-17
COMP_00630,Waste scattered on road at Malleshwaram,garbage,BBMP Sanitation,High,12.88167268,77.49824774,In Progress,18:30:48,2042-02-17
COMP_00631,Road surface damaged at Indiranagar,roads,BBMP Roads,High,12.96628521,77.61416377,Pending,06:51:10,2065-07-24
COMP_00632,Street lights not working at Malleshwaram,electricity,BESCOM,Critical,12.90790249,77.55858101,Pending,03:06:31,2054-11-23
COMP_00633,Water leakage reported at Jayanagar,water,BWSSB,High,12.97454809,77.61490768,In Progress,20:34:18,2099-08-04
COMP_00634,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,12.98555068,77.65493073,Pending,02:57:49,2076-02-29
COMP_00635,Power outage in BTM Layout for 4 days,electricity,BESCOM,Critical,12.94818878,77.52670324,In Progress,21:16:08,2062-07-02
COMP_00636,Street lights not working at BTM Layout,electricity,BESCOM,Critical,13.00740256,77.57686465,Pending,00:10:35,2106-02-22
COMP_00637,Overflowing dustbin at Jayanagar,garbage,BBMP Sanitation,High,12.97524148,77.60487933,Pending,08:09:30,2066-08-24
COMP_00638,Road surface damaged at Jayanagar,roads,BBMP Roads,High,12.95869029,77.61822837,In Progress,07:14:57,2032-12-04
COMP_00639,Road surface damaged at Koramangala,roads,BBMP Roads,Medium,12.98494891,77.55367015,In Progress,15:00:52,2052-06-27
COMP_00640,Street lights not working at MG Road,electricity,BESCOM,Critical,12.99334676,77.62203489,Pending,14:12:43,2028-02-01
COMP_00641,Pothole near bus stop at Yelahanka,roads,BBMP Roads,Medium,12.98458908,77.57167054,In Progress,22:23:36,2025-09-08
COMP_00642,Power outage in Koramangala for 6 days,electricity,BESCOM,Critical,13.02143315,77.54370122,In Progress,09:54:16,2086-10-30
COMP_00643,Waste scattered on road at Jayanagar,garbage,BBMP Sanitation,Medium,13.04787929,77.54135886,Pending,03:59:23,2044-09-01
COMP_00644,Electric pole damaged near BTM Layout,electricity,BESCOM,High,13.01014796,77.53661795,In Progress,13:07:54,2108-02-12
COMP_00645,Power outage in Yelahanka for 1 days,electricity,BESCOM,High,12.95891829,77.53674368,In Progress,13:04:20,2091-10-01
COMP_00646,No water supply in Koramangala since 8 days,water,BWSSB,Critical,13.00545908,77.6373799,Pending,11:38:50,2109-07-27
COMP_00647,Power outage in Jayanagar for 1 days,electricity,BESCOM,High,12.89721599,77.68590661,Pending,20:58:38,2044-10-18
COMP_00648,Transformer issue reported at Yelahanka,electricity,BESCOM,Critical,12.9371035,77.54097541,Pending,16:34:57,2061-06-19
COMP_00649,No water supply in Koramangala since 10 days,water,BWSSB,High,12.88498626,77.64078841,In Progress,09:03:20,2075-08-21
COMP_00650,Power outage in Yelahanka for 2 days,electricity,BESCOM,High,13.01335729,77.52801268,Pending,19:59:31,2073-06-26
COMP_00651,Transformer issue reported at Yelahanka,electricity,BESCOM,Critical,12.89502507,77.64903599,In Progress,10:01:38,2043-07-10
COMP_00652,Electric pole damaged near Jayanagar,electricity,BESCOM,High,12.88293901,77.64068404,Pending,04:58:09,2106-02-04
COMP_00653,Water contamination issue at BTM Layout,water,BWSSB,High,12.97848354,77.52718963,In Progress,19:30:58,2075-07-01
COMP_00654,Water leakage reported at Koramangala,water,BWSSB,High,12.9423613,77.55175912,In Progress,18:41:37,2068-01-30
COMP_00655,Water contamination issue at Whitefield,water,BWSSB,High,12.88913008,77.57138867,Pending,06:47:18,2032-06-05
COMP_00656,Street lights not working at Whitefield,electricity,BESCOM,High,12.90120887,77.60770221,In Progress,19:15:57,2062-02-13
COMP_00657,Road surface damaged at Koramangala,roads,BBMP Roads,High,12.96785621,77.6032814,Pending,20:52:12,2098-10-14
COMP_00658,Garbage not collected at MG Road for 9 days,garbage,BBMP Sanitation,Medium,12.9567878,77.67408843,In Progress,03:44:07,2049-01-29
COMP_00659,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,Medium,12.91273458,77.69131315,In Progress,14:14:49,2055-12-31
COMP_00660,No water supply in Yelahanka since 10 days,water,BWSSB,High,13.05968606,77.51694074,Pending,11:18:40,2086-07-02
COMP_00661,Street lights not working at Jayanagar,electricity,BESCOM,High,12.92510061,77.62215781,Pending,09:12:57,2111-01-05
COMP_00662,Garbage not collected at Malleshwaram for 10 days,garbage,BBMP Sanitation,Medium,12.87364901,77.67987539,In Progress,00:01:04,2028-02-22
COMP_00663,No water supply in BTM Layout since 10 days,water,BWSSB,Critical,12.95858172,77.53837846,In Progress,04:32:18,2105-01-05
COMP_00664,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,13.04060223,77.54867878,In Progress,11:43:11,2053-10-05
COMP_00665,Illegal garbage dumping near Jayanagar,garbage,BBMP Sanitation,High,12.97789972,77.57984273,In Progress,00:46:06,2061-08-01
COMP_00666,Road surface damaged at Malleshwaram,roads,BBMP Roads,High,12.9219966,77.5765206,Pending,20:31:05,2033-11-26
COMP_00667,Power outage in Indiranagar for 5 days,electricity,BESCOM,High,12.96614967,77.5655759,Pending,23:11:38,2093-06-17
COMP_00668,Road surface damaged at MG Road,roads,BBMP Roads,High,12.91853516,77.54610166,In Progress,00:31:10,2045-05-25
COMP_00669,Water leakage reported at Yelahanka,water,BWSSB,High,13.00786297,77.53141132,Pending,13:02:25,2025-07-11
COMP_00670,Electric pole damaged near Indiranagar,electricity,BESCOM,Critical,12.96775105,77.60007426,In Progress,19:56:49,2045-02-27
COMP_00671,Pothole near bus stop at Jayanagar,roads,BBMP Roads,Medium,12.87589553,77.57520573,Pending,13:06:21,2108-11-01
COMP_00672,Pothole near bus stop at Koramangala,roads,BBMP Roads,Medium,12.92024958,77.52285022,In Progress,11:29:02,2079-04-18
COMP_00673,No water supply in Indiranagar since 3 days,water,BWSSB,High,12.95113453,77.56554159,In Progress,09:58:51,2037-12-06
COMP_00674,Illegal garbage dumping near MG Road,garbage,BBMP Sanitation,Medium,12.90843315,77.51478341,In Progress,01:10:25,2112-11-01
COMP_00675,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,13.01515588,77.56246052,Pending,23:35:14,2021-05-23
COMP_00676,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,13.02376246,77.53661362,In Progress,09:16:33,2063-05-18
COMP_00677,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,12.94993546,77.61532612,In Progress,19:48:29,2062-08-02
COMP_00678,Water contamination issue at Jayanagar,water,BWSSB,High,12.93449242,77.65062192,Pending,19:10:17,2112-02-15
COMP_00679,Electric pole damaged near Yelahanka,electricity,BESCOM,Critical,12.95975038,77.6605788,Pending,00:18:32,2108-11-16
